id,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,target_id,neuropil,orn_hemibrain_type,orn_side,input_glomerulus,mPN_hemibrain_type,mPN_cell_type,mPN_side
177772420,80224079214619684,720575940619297963,80224079214640245,720575940626917393,177772420,AL_R,ORN_VM5d,right,VM5d,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
177772459,80224079214656808,720575940631201311,80224079214645873,720575940626917393,177772459,AL_R,ORN_VM5d,right,VM5d,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
177785350,80224147934088687,720575940622268454,80224147934085009,720575940626917393,177785350,AL_R,ORN_VM5d,right,VM5d,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
177785387,80224147934096421,720575940622268454,80224147934089955,720575940626917393,177785387,AL_R,ORN_VM5d,right,VM5d,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
177785396,80224147934096421,720575940622268454,80224147934093853,720575940626917393,177785396,AL_R,ORN_VM5d,right,VM5d,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
56134239,80224354159443866,720575940624061116,80224354159443895,720575940607198898,56134239,AL_R,ORN_VM2,right,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,right
177793010,80224285372939521,720575940640262645,80224285372935728,720575940607198898,177793010,AL_R,ORN_VM2,right,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,right
206586939,80224285372936845,720575940611984114,80224285372934144,720575940607198898,206586939,AL_R,ORN_VM2,right,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,right
111417652,80293898270452981,720575940628303183,80293898270426891,720575940640835672,111417652,AL_R,ORN_DM3,right,DM3,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
191624875,80224216720664412,720575940625485657,80224216720672270,720575940626917393,191624875,AL_R,ORN_VM5d,right,VM5d,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
191570877,80434635758465717,720575940630869522,80434635758458916,720575940640835672,191570877,AL_R,ORN_DM3,right,DM3,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
111390828,80223529526303259,720575940628358406,80223529526322636,720575940617109772,111390828,AL_R,ORN_DM3,right,DM3,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
230958385,80223529592934144,720575940630141558,80223529592928175,720575940640835672,230958385,AL_R,ORN_DM3,left,DM3,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
177650820,80294379239444927,720575940628565114,80224010495223923,720575940626917393,177650820,AL_R,ORN_VM5d,right,VM5d,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
206586902,80224285372916233,720575940611984114,80224285372917753,720575940607198898,206586902,AL_R,ORN_VM2,right,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,right
177802119,80224285372962657,720575940659150977,80224285372961360,720575940607198898,177802119,AL_R,ORN_VM2,right,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,right
52291088,80013316646299179,720575940633250530,80083685390558911,720575940607198898,52291088,AL_R,ORN_VM2,right,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,right
230958373,80223529592922338,720575940629842681,80223529592916230,720575940640835672,230958373,AL_R,ORN_DM3,right,DM3,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
177799114,80153847909284156,720575940629337470,80153847909278850,720575940607198898,177799114,AL_R,ORN_VM2,right,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,right
144815874,80224285372855009,720575940629337470,80224285372839711,720575940607198898,144815874,AL_R,ORN_VM2,right,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,right
177799127,80153847909281534,720575940629337470,80153847909278850,720575940607198898,177799127,AL_R,ORN_VM2,right,VM2,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB2589,right
176772411,80013316646431477,720575940638434357,80013316646432622,720575940628059948,176772411,AL_R,ORN_VM3,left,VM3,"M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN",CB1296,right
